subject.auto(),number.string(),name.auto(),section.string(),crn.string(),slot.string(),days.auto(),starttime.auto(),endtime.auto(),roombuild.auto(),roomnumber.string(),type.auto(),method.auto(),associatedleclab.string(),phon.auto(),waitlist.auto(),precheck.auto(),reservelifted.auto(),attribute.auto(),credhr.string(),billhr.string(),prime_instr.auto(),secnd_instr.auto(),availto.auto(),reservefordegree.auto(),reserveformajor.auto(),reserveforminor.auto(),xlist.auto()
ECE,8000,"Elec Engin Design Project I",001,94655,,"T,F",1400,1700,CSF,2102,LEC,IP,,"Y,Y",N,Y,N,,3,3,D Peters,,,"BE",,,
ECE,8010,"Comp Engin Design Project I",001,94657,,"T,F",1400,1700,CSF,2102,LEC,IP,,"Y,Y",N,Y,N,,3,3,D Peters,,,"BE",,,
ECE,8210,"Supervisory Cntrl/Data Aqui",001,94712,02,"M,W,F",0900,0950,EN,2007,LEC,IP,"002","Y,Y",N,Y,N,,3,3,V Masek,,,,"ENCM,ENEL",,
ECE,8210,"Laboratory",002,98341,,"W",1400,1700,CSF,2102,LAB,IP,"001","Y,Y",N,N,,,0,NA,V Masek,,,,,,
ECE,8400,"Real-time Operating Systems",001,94663,,"M,T,F",1300,1350,EN,4034,LEC,IP,"002","Y,Y",N,Y,N,,3,3,J Anderson,,"E8","BE","ENCM",,"ENGI 9875-001"
ECE,8400,"Laboratory",002,98342,61,"M",1400,1650,CSF,2112,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Anderson,,,,,,
ECE,8410,"Computer Vision",001,94647,03,"M,W,F",1000,1050,EN,2040,LEC,IP,"002","Y,Y",N,Y,N,,3,3,M Hamilton,,,,"ENCM,ENEL,ENMC",,"COMP 4301-001"
ECE,8410,"Laboratory",002,98343,,"M",1700,1900,CSF,2112,LAB,IP,"001","Y,Y",N,N,,,0,NA,M Hamilton,,,,,,
ECE,8420,"Cryptography",001,94659,02,"M,W,F",0900,0950,EN,2040,LEC,IP,,"Y,Y",N,Y,N,,3,3,H Heys,,"E8","BE","ENCM",,
ECE,8600,"Design Digital Sig Proc Sys",001,94649,05,"M,W,F",1200,1250,EN,2007,LEC,IP,,"Y,Y",N,Y,N,,3,3,C Moloney,,,,"ENCM,ENEL",,"ENGI 9821-001"
ECE,8610,"Filter Synthesis",001,98369,04,"M,W,F",1100,1150,EN,1052,LEC,IP,"002","Y,Y",N,Y,N,,3,3,S Power,,"E8","BE,BE,BE","ENCM,ENEL,ENMC",,
ECE,8610,"Laboratory",002,98344,,"R",1400,1700,CSF,2102,LAB,IP,"001","Y,Y",N,N,,,0,NA,S Power,,,,,,
ECE,8620,"Wireless & Mobile Comm",001,94661,17,"T,R",0900,1015,EN,4035,LEC,IP,,"Y,Y",N,Y,N,,3,3,T Wanasinghe,,,,"ENCM,ENEL",,"ENGI 9878-001"
ECE,8700,"Antennas",001,98526,,"M,W,F",1300,1350,EN,1001,LEC,IP,,"Y,Y",N,Y,N,,3,3,A Al-Habashne,,,"BE","ENEL",,
ENGI,001W,"Eng Work Term I",001,65159,99,,,,,,WRK,IP,,"N,N",N,Y,N,,0,NA,,,,"BE",,,
ENGI,001W,"Eng Work Term I-Community",002,87110,99,,,,,,WRK,IP,,"N,N",N,Y,,,0,NA,,,,,,,
ENGI,001W,"Eng Work Term I-Research",003,87118,99,,,,,,WRK,IP,,"N,N",N,Y,,,0,NA,,,,,,,
ENGI,002W,"Eng Work Term 2",001,61097,99,,,,,,WRK,IP,,"N,N",N,Y,N,,0,NA,,,,"BE",,,
ENGI,002W,"Eng Work Term 2-Community",002,87111,99,,,,,,WRK,IP,,"N,N",N,Y,,,0,NA,,,,,,,
ENGI,002W,"Eng Work Term 2-Research",003,87119,99,,,,,,WRK,IP,,"N,N",N,Y,,,0,NA,,,,,,,
ENGI,003W,"Eng Work Term 3",001,65132,99,,,,,,WRK,IP,,"N,N",N,Y,N,,0,NA,,,,"BE",,,
ENGI,003W,"Eng Work Term 3-Community",002,87112,99,,,,,,WRK,IP,,"N,N",N,Y,,,0,NA,,,,,,,
ENGI,003W,"Eng Work Term 3-Research",003,87122,99,,,,,,WRK,IP,,"N,N",N,Y,,,0,NA,,,,,,,
ENGI,004W,"Eng Work Term 4",001,72405,99,,,,,,WRK,IP,,"N,N",N,Y,N,,0,NA,,,,"BE",,,
ENGI,004W,"Eng Work Term 4-Community",002,87113,99,,,,,,WRK,IP,,"N,N",N,Y,,,0,NA,,,,,,,
ENGI,004W,"Eng Work Term 4-Research",003,87123,99,,,,,,WRK,IP,,"N,N",N,Y,,,0,NA,,,,,,,
ENGI,005W,"Eng Work Term 5",001,61098,99,,,,,,WRK,IP,,"N,N",N,Y,N,,0,NA,,,,"BE",,,
ENGI,005W,"Eng Work Term 5-Community",002,87116,99,,,,,,WRK,IP,,"N,N",N,Y,,,0,NA,,,,,,,
ENGI,005W,"Eng Work Term 5-Research",003,87124,99,,,,,,WRK,IP,,"N,N",N,Y,,,0,NA,,,,,,,
ENGI,006W,"Eng Work Term 6",001,65725,99,,,,,,WRK,IP,,"N,N",N,Y,N,,0,NA,,,,"BE",,,
ENGI,006W,"Eng Work Term 6-Community",002,87117,99,,,,,,WRK,IP,,"N,N",N,Y,,,0,NA,,,,,,,
ENGI,006W,"Eng Work Term 6-Research",003,87125,99,,,,,,WRK,IP,,"N,N",N,Y,,,0,NA,,,,,,,
ENGI,1010,"Engineering Statics",001,72864,04,"M,W,F",1100,1150,EN,2043,LEC,IP,,"Y,Y",Y,Y,N,,3,3,W Qiu,,,,"ENGO",,
ENGI,1010,"Engineering Statics",002,72866,04,"M,W,F",1100,1150,EN,2043,LEC,IP,,"Y,Y",Y,Y,N,,3,3,W Qiu,,,,"ENGO",,
ENGI,1020,"Introduction to Programming",001,72868,04,"M,W,F",1100,1150,EN,2006,LEC,IP,"002,005,004,003","Y,Y",Y,Y,N,,3,3,J Anderson,,,,"ENGO",,
ENGI,1020,"Laboratory",002,72870,,"T",1100,1250,CSF,2112,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Anderson,,,,,,
ENGI,1020,"Laboratory",003,74892,,"R",0900,1050,CSF,2112,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Anderson,,,,,,
ENGI,1020,"Laboratory",004,84954,,"F",1400,1550,CSF,2112,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Anderson,,,,,,
ENGI,1020,"Laboratory",005,97566,,"T",0900,1050,CSF,2112,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Anderson,,,,,,
ENGI,1030,"Engineering Graphics & Desi",001,72872,,"F",0800,0850,EN,2043,LEC,IP,"002,005,004,003","Y,Y",Y,Y,N,,3,3,B De Silva,,,,"ENGO",,
ENGI,1030,"Laboratory",002,72874,,"T",1300,1450,EN,4034,LAB,IP,"001","Y,Y",N,N,,,0,NA,B De Silva,,,,,,
ENGI,1030,"Laboratory",003,72876,,"T",1500,1650,EN,2040,LAB,IP,"001","Y,Y",N,N,,,0,NA,B De Silva,,,,,,
ENGI,1030,"Laboratory",004,97567,,"T",1300,1450,EN,2006,LAB,IP,"001","Y,Y",N,N,,,0,NA,B De Silva,,,,,,
ENGI,1030,"Laboratory",005,98441,,"T",1500,1650,EN,3000,LAB,IP,"001","D,D",N,N,,,0,NA,B De Silva,,,,,,
ENGI,1040,"Mechanisms & Electric Circu",001,72880,01,"M,W,F",0800,0850,EN,2006,LEC,IP,"003,005,004,002","Y,Y",Y,Y,N,,3,3,T Zou,,,,"ENGO",,
ENGI,1040,"Laboratory",002,72886,,"W",1500,1650,EN,4035,LAB,IP,"001","Y,Y",N,N,,,0,NA,T Zou,,,,,,
ENGI,1040,"Laboratory",003,72882,,"R",1500,1650,EN,4035,LAB,IP,"001","Y,Y",N,N,,,0,NA,T Zou,,,,,,
ENGI,1040,"Laboratory",004,72888,,"M",1500,1650,EN,4035,LAB,IP,"001","Y,Y",N,N,,,0,NA,T Zou,,,,,,
ENGI,1040,"Laboratory",005,97568,,"T",1500,1650,EN,4035,LAB,IP,"001","Y,Y",N,N,,,0,NA,T Zou,,,,,,
ENGI,200W,"Work Term Preparation & PD",001,73383,,"R",0900,1050,EN,2043,LEC,IP,,"Y,Y",Y,N,N,,0,NA,S Tam,T Put,,,"ENGO",,
ENGI,4421,"Probability & Statistics",001,81036,08,"M,W,F",1500,1550,EN,2006,LEC,IP,,"Y,Y",N,Y,N,,3,3,R Taylor,,,,"ENMC,ENPR",,
ENGI,8103,"Engineering in Medicine",056,84501,,"T",1800,2045,EN,4035,LEC,IP,,"D,D",Y,N,N,,3,3,S Nakhla,S Cza,,,"ENCM,ENEL,ENMC,ENPR",,
ENGI,8108,"Sp Tpcs in Engineering",001,97007,05,"M,W,F",1200,1250,EN,1054,LEC,IP,,"Y,Y",N,N,N,,3,3,D Smith,,,,"ENCM,ENCV,ENEL,ENMC,ENPR,ENSH",,
ENGI,8111,"How to Change the World",001,98860,99,,,,,,LEC,IP,,"D,D",N,N,N,,3,3,D Peters,,,"BE",,,
ENGI,8112,"Sp Tpcs in Engineering",056,99298,,"W",1700,1815,CSF,2101,LEC,IP,,"Y,Y",N,N,N,,3,3,C Moloney,,,"BE",,,
ENGI,8152,"Engineering Professionalism",001,86115,,"R",1200,1250,EN,2043,LEC,IP,,"Y,Y",N,Y,N,,3,3,J Rosales,N Hal,,,"ENMC",,
ENGI,8152,"Engineering Professionalism",002,86117,,"R",1300,1350,EN,2006,LEC,IP,,"Y,Y",N,Y,N,,3,3,J Rosales,N Hal,,,"ENCM,ENEL",,
ENGI,8152,"Engineering Professionalism",003,86119,,"R",1200,1250,EN,2043,LEC,IP,,"Y,Y",N,Y,N,,3,3,J Rosales,N Hal,,,"ENPR",,
ENGI,8152,"Engineering Professionalism",004,86121,,"R",1300,1350,EN,2006,LEC,IP,,"Y,Y",N,Y,N,,3,3,J Rosales,N Hal,,,"ENCV",,
ENGI,8152,"Engineering Professionalism",005,86123,,"R",1200,1250,EN,2043,LEC,IP,,"Y,Y",N,Y,N,,3,3,J Rosales,N Hal,,,"ENSH",,
ENGL,1020,"Writing Second Lang Stdnts",001,91117,14,"M,W",1530,1645,SN,1103,LEC,IP,,"Y,Y",Y,N,,,3,3,D Lobel,,,,,,
ENGL,1020,"Writing Second Lang Stdnts",003,98733,04,"M,W,F",1100,1150,SN,1103,LEC,IP,,"Y,Y",Y,N,,,3,3,B Aslanyurek-,,,,,,
ENGL,1020,"Writing Second Lang Stdnts",056,96483,G25,"M,W",1730,1845,SN,1103,LEC,IP,,"Y,Y",Y,N,,,3,3,D Lobel,,,,,,
ENGL,1021,"Writing Second Lang Stud II",001,67380,20,"T,R",1530,1645,C,2026,LEC,IP,,"Y,Y",Y,Y,,,3,3,D Skinner,,,,,,
ENGL,1021,"Writing Second Lang Stdnts",056,80691,G26,"T,R",1730,1845,C,2026,LEC,IP,,"Y,Y",Y,Y,,,3,3,O Keskindil,,,,,,
ENGL,1090,"CRW: Telling Stories",001,96486,03,"M,W,F",1000,1050,C,3053,LEC,IP,,"Y,Y",Y,N,,,3,3,J Citrome,,,,,,
ENGL,1090,"CRW: Telling Stories",002,96489,04,"M,W,F",1100,1150,A,3017,LEC,IP,,"Y,Y",Y,N,,,3,3,D Baird,,,,,,
ENGL,1090,"CRW: Telling Stories",003,96492,05,"M,W,F",1200,1250,A,3017,LEC,IP,,"Y,Y",Y,N,,,3,3,M Nolan,,,,,,
ENGL,1090,"CRW: Telling Stories",004,96495,07,"M,W,F",1400,1450,A,3017,LEC,IP,,"Y,Y",Y,N,,,3,3,M Nolan,,,,,,
ENGL,1090,"CRW: Telling Stories",005,96497,17,"T,R",0900,1015,A,3017,LEC,IP,,"Y,Y",Y,N,,,3,3,M Wells,,,,,,
ENGL,1090,"CRW: Telling Stories",006,96499,18,"T,R",1030,1145,A,3017,LEC,IP,,"Y,Y",Y,N,,,3,3,D Lynde,,,,,,
ENGL,1090,"CRW: Telling Stories",007,96502,23,"T,R",1230,1345,SN,2064,LEC,IP,,"Y,Y",Y,N,,,3,3,W Schipper,,,,,,
ENGL,1090,"CRW: Telling Stories",008,98735,18,"T,R",1030,1145,C,3053,LEC,IP,,"Y,Y",Y,N,,,3,3,M Wells,,,,,,
ENGL,1110,"Crtcl Rdng & Wrtng in Rheto",001,96508,02,"M,W,F",0900,0950,A,3017,LEC,IP,,"Y,Y",Y,Y,,,3,3,D Reynolds,,,,,,
ENGL,1110,"Crtcl Rdng & Wrtng in Rheto",002,96518,03,"M,W,F",1000,1050,A,3020,LEC,IP,,"Y,Y",Y,Y,,,3,3,L Austin-Bear,,,,,,
ENGL,1110,"Crtcl Rdng & Wrtng in Rheto",003,96525,04,"M,W,F",1100,1150,A,3020,LEC,IP,,"Y,Y",Y,Y,,,3,3,D Reynolds,,,,,,
ENGL,1110,"Crtcl Rdng & Wrtng in Rheto",004,96532,05,"M,W,F",1200,1250,A,3020,LEC,IP,,"Y,Y",Y,Y,,,3,3,D Baird,,,,,,
ENGL,1110,"Crtcl Rdng & Wrtng in Rheto",005,96534,07,"M,W,F",1400,1450,A,3020,LEC,IP,,"Y,Y",Y,Y,,,3,3,L Austin-Bear,,,,,,
ENGL,1110,"Crtcl Rdng & Wrtng in Rheto",006,96538,14,"M,W",1530,1645,SN,2064,LEC,IP,,"Y,Y",Y,Y,,,3,3,F Murphy,,,,,,
ENGL,1110,"Crtcl Rdng & Wrtng in Rheto",007,96546,20,"T,R",1530,1645,SN,1019,LEC,IP,,"Y,Y",Y,Y,,,3,3,E Kavanagh,,,,,,
ENGL,1110,"Crtcl Rdng & Wrtng in Rheto",008,96548,18,"T,R",1030,1145,SN,3060,LEC,IP,,"Y,Y",Y,Y,,,3,3,E Kavanagh,,,,,,
ENGL,1110,"Crtcl Rdng & Wrtng in Rheto",009,96552,19,"T,R",1400,1515,ED,2003,LEC,IP,,"Y,Y",Y,Y,,,3,3,J Rowe,,,,,,
ENGL,1110,"Crtcl Rdng & Wrtng in Rheto",057,96564,G26,"T,R",1730,1845,SN,3058,LEC,IP,,"Y,Y",Y,Y,,,3,3,J Rowe,,,,,,
ENGL,1192,"CRW: Imagined Places",001,96490,04,"M,W,F",1100,1150,C,4002,LEC,IP,,"Y,Y",Y,Y,,,3,3,J Skidmore,,,,,,
ENGL,1192,"CRW: Imagined Places",002,96493,03,"M,W,F",1000,1050,ED,3048,LEC,IP,,"Y,Y",Y,Y,,,3,3,T Karnas,,,,,,
ENGL,1192,"CRW: Imagined Places",003,96500,04,"M,W,F",1100,1150,SN,3060,LEC,IP,,"Y,Y",Y,Y,,,3,3,C Colbert,,,,,,
ENGL,1192,"CRW: Imagined Places",004,96503,05,"M,W,F",1200,1250,C,4011,LEC,IP,,"Y,Y",Y,Y,,,3,3,T Karnas,,,,,,
ENGL,1192,"CRW: Imagined Places",005,96506,07,"M,W,F",1400,1450,C,4011,LEC,IP,,"Y,Y",Y,Y,,,3,3,D Hallett,,,,,,
ENGL,1192,"CRW: Imagined Places",007,96513,18,"T,R",1030,1145,C,4011,LEC,IP,,"Y,Y",Y,Y,,,3,3,Y Hann,,,,,,
ENGL,1192,"CRW: Imagined Places",009,98466,23,"T,R",1230,1345,SN,3042,LEC,IP,,"Y,Y",Y,Y,,,3,3,H Staveley,,,,,,
ENGL,1192,"CRW: Imagined Places",010,98731,23,"T,R",1230,1345,A,3020,LEC,IP,,"Y,Y",Y,Y,,,3,3,Y Hann,,,,,,
ENGL,1192,"CRW: Imagined Places",056,98471,G35,"T,R",1900,2015,A,3020,LEC,IP,,"Y,Y",Y,Y,,,3,3,L Callahan,,,,,,
ENGL,1193,"CRW: Ways of Reading",001,96519,07,"M,W,F",1400,1450,C,4002,LEC,IP,,"Y,Y",Y,Y,,,3,3,J Citrome,,,,,,
ENGL,2000,"Major Writers To 1800",001,96523,04,"M,W,F",1100,1150,SN,3058,LEC,IP,,"Y,Y",Y,Y,,,3,3,M Nolan,,,,,,
ENGL,2001,"Major Writers From 1800",001,96738,05,"M,W,F",1200,1250,SN,3058,LEC,IP,,"Y,Y",Y,Y,,,3,3,D Hallett,,,,,,
ENGL,2150,"Modern Canadian Fiction",001,98881,,"M,W",1530,1700,,,LEC,R,,"N,N",N,Y,N,,3,3,H Staveley,,,"BEDPE",,,
ENGL,2216,"American Lit 1776 to 1865",001,97628,03,"M,W,F",1000,1050,SN,2067,LEC,IP,,"Y,Y",Y,Y,,,3,3,D Loman,,,,,,
ENGL,2390,"Intro Mod Engl Structure",001,97630,19,"T,R",1400,1515,SN,2067,LEC,IP,,"Y,Y",Y,Y,,,3,3,D Skinner,,,,,,
ENGL,2600,"Intro Middle English",001,97632,05,"M,W,F",1200,1250,ED,1005,LEC,IP,,"Y,Y",Y,Y,,,3,3,J Geck,,,,,,"MEMS 2600-001"
ENGL,2850,"What is Film?",001,86590,03,"M,W,F",1000,1050,SN,3060,LEC,IP,,"Y,Y",Y,Y,,,3,3,C Colbert,,,,,,
ENGL,2870,"Children's Literature",001,81136,19,"T,R",1400,1515,SN,2109,LEC,IP,,"Y,Y",Y,Y,,,3,3,H Staveley,,,,,,
ENGL,2905,"Intro to Creative Writing",001,96725,,"R",1300,1530,SN,1019,LEC,IP,,"Y,Y",Y,Y,,,3,3,L Moore,,,,,,
ENGL,3009,"Literature and Environment",001,97634,18,"T,R",1030,1145,A,1049,LEC,IP,,"Y,Y",Y,N,,,3,3,F Polack,,,,,,
ENGL,3156,"Modern Canadian Drama",001,97638,23,"T,R",1230,1345,A,3017,LEC,IP,,"Y,Y",Y,Y,,,3,3,D Lynde,,,,,,
ENGL,3200,"Shakespeare",001,96535,17,"T,R",0900,1015,A,3020,LEC,IP,,"Y,Y",Y,Y,,,3,3,R Ormsby,,,,,,
ENGL,3828,"Middle Ages and the Movies",001,97642,04,"M,W,F",1100,1150,A,2071,LEC,IP,,"Y,Y",Y,Y,,,3,3,J Geck,,,,,,"MEMS 3828-001"
ENGL,3843,"Introduction to Comics",001,96542,19,"T,R",1400,1515,A,3020,LEC,IP,,"Y,Y",Y,Y,,,3,3,N Pedri,,,,,,
ENGL,3845,"Crtve Writ:Writ with Pictur",056,97646,30,"M",1900,2130,A,3033,LEC,IP,,"N,N",Y,N,,,3,3,A Antle,,,,,,
ENGL,3902,"Intro Creatve Wrtng:Playwri",056,98484,31,"T",1900,2130,A,3033,LEC,IP,,"N,N",Y,N,,,3,3,M Greeley,,,,,,
ENGL,4101,"Critical Theory II",001,88998,05,"M,W,F",1200,1250,A,3018,LEC,IP,,"Y,Y",Y,Y,N,,3,3,D Loman,,,"BAH","ENGL",,
ENGL,4211,"Shakespeare Roman&Greek Pla",001,97650,23,"T,R",1230,1345,A,3018,LEC,IP,,"Y,Y",Y,Y,,,3,3,R Ormsby,,,,,,
ENGL,4271,"Tpcs Early American Lit",001,98473,18,"T,R",1030,1145,A,3018,SEM,IP,,"Y,Y",Y,Y,,,3,3,D Loman,,,,,,
ENGL,4300,"Modern Drama I",001,96926,19,"T,R",1400,1515,A,3018,LEC,IP,,"Y,Y",Y,Y,,,3,3,D Lynde,,,,,,
ENGL,4400,"Directing",056,96555,G36,"M,W",2030,2145,A,3018,LEC,IP,,"Y,Y",Y,Y,,,3,3,J Skidmore,,,,,,
ENGL,4601,"Medieval Romance Literature",001,96556,20,"T,R",1530,1645,A,3018,LEC,IP,,"Y,Y",Y,Y,,,3,3,W Schipper,,,,,,"MEMS 4601-001"
ENGL,4924,"Sp. Tpcs: Nature Writing",056,98676,32,"W",1900,2130,A,3033,LEC,IP,,"N,N",Y,N,,,3,3,R Finley,,,,,,
ENGL,4999,"Essay Honours Candidates",001,60508,99,,,,,,DST,IP,,"N,N",N,N,N,,3,3,,,,"BAH","ENGL",,
ENGL,5000,"Instructional Field Placeme",001,99151,99,,,,,,LEC,IP,,"N,N",Y,Y,,,3,3,J Skidmore,,,,,,
FOLK,1000,"Intro To Folklore",001,95928,02,"M,W,F",0900,0950,ED,3034,LEC,IP,,"Y,Y",Y,N,,W,3,3,C Thorne,,,,,,
FOLK,1000,"Intro To Folklore",003,98191,18,"T,R",1030,1145,ED,1014,LEC,IP,,"Y,Y",Y,N,,W,3,3,S Gordon,,,,,,
FOLK,1000,"Intro To Folklore",004,98681,19,"T,R",1400,1515,ED,2018,LEC,IP,,"Y,Y",Y,N,,W,3,3,D Peretti,,,,,,
FOLK,2100,"Folklore Research Methods",001,84744,18,"T,R",1030,1145,ED,4011,LEC,IP,,"Y,Y",Y,Y,Y,W,3,3,K Totten,,,"BA,BAH,BMU","FOLK","FOLK",
FOLK,2401,"Folklife Studies",001,67586,17,"T,R",0900,1015,ED,4011,LEC,IP,,"Y,Y",Y,N,,W,3,3,M Lesiv,,,,,,
FOLK,3601,"Special Topics in Folklore",002,98679,18,"T,R",1030,1145,ED,4008,LEC,IP,,"Y,Y",Y,Y,,,3,3,D Peretti,,,,,,
FOLK,3610,"Special Topics Internet Fol",001,98193,19,"T,R",1400,1515,ED,4011,LEC,IP,,"Y,Y",Y,N,,,3,3,S Gordon,,,,,,
FOLK,3618,"Blues & Jazz: Roots of Pop",001,97932,08,"M,W,F",1500,1550,MU,2025,LEC,,,"Y,Y",Y,Y,N,,3,3,M Micklethwai,,,"BA,BMU","FOLK","MUCL","MUS  3018-001"
FOLK,3830,"Foodways",001,98194,05,"M,W,F",1200,1250,ED,4011,LEC,IP,,"Y,Y",Y,N,,,3,3,J Gould,,,,,,
FOLK,4440,"Music And Culture",001,97934,08,"M,W,F",1500,1550,MU,2025,LEC,,,"Y,Y",Y,N,Y,W,3,3,,,,"BMU",,,"MUS  4040-001,FOLK 4440-002"
FOLK,4440,"Music And Culture",002,99339,,"M,W,F",1300,1350,MU,2025,LEC,IP,,"Y,Y",N,N,,W,3,3,A Smith,,,,,,"MUS  4040-001,FOLK 4440-001"
FOLK,4470,"Spaces and Places",001,95933,,"M,W,F",1300,1350,ED,4034,LEC,IP,,"Y,Y",Y,Y,,,3,3,C Thorne,,,,,,
FREN,1500,"Intro University French I",002,64587,03,"M,W,F",1000,1050,SN,4083,LEC,IP,,"Y,Y",Y,Y,,,3,3,S Penney,,,,,,
FREN,1500,"Intro University French I",003,64590,04,"M,W,F",1100,1150,SN,4083,LEC,IP,,"Y,Y",Y,Y,,,3,3,N Farrell,,,,,,
FREN,1500,"Intro University French I",004,70985,05,"M,W,F",1200,1250,SN,4083,LEC,IP,,"Y,Y",Y,Y,,,3,3,M Raad,,,,,,
FREN,1500,"Intro University French I",005,98754,07,"M,W,F",1400,1450,A,1046,LEC,IP,,"Y,Y",Y,Y,,,3,3,I Kurtuldu,,,,,,
FREN,1501,"Intro University French II",001,64592,02,"M,W,F",0900,0950,SN,4078,LEC,IP,,"Y,Y",Y,Y,,,3,3,A Thomas,,,,,,
FREN,1501,"Intro University French II",002,64593,03,"M,W,F",1000,1050,SN,4073,LEC,IP,,"Y,Y",Y,Y,,,3,3,G Young,,,,,,
FREN,1501,"Intro University French II",003,64595,04,"M,W,F",1100,1150,SN,4078,LEC,IP,,"Y,Y",Y,Y,,,3,3,G Young,,,,,,
FREN,1501,"Intro University French II",004,64596,05,"M,W,F",1200,1250,SN,4078,LEC,IP,,"Y,Y",Y,Y,,,3,3,A Soumastre,,,,,,
FREN,1501,"Intro University French II",005,98740,07,"M,W,F",1400,1450,ED,4034,LEC,IP,,"Y,Y",Y,Y,,,3,3,A Soumastre,,,,,,
FREN,1502,"Intro University French III",001,64608,03,"M,W,F",1000,1050,C,2033,LEC,IP,,"Y,Y",Y,Y,,,3,3,B Thistle,,,,,,
FREN,1502,"Intro University French III",002,64610,04,"M,W,F",1100,1150,C,3053,LEC,IP,,"Y,Y",Y,Y,,,3,3,B Thistle,,,,,,
FREN,1502,"Intro University French III",003,86572,19,"T,R",1400,1515,SN,4078,LEC,IP,,"Y,Y",Y,Y,,,3,3,S Martin,,,,,,
FREN,2100,"Intermediate French I",001,66317,05,"M,W,F",1200,1250,SN,4073,LEC,IP,,"Y,Y",Y,Y,,,3,3,D Gamble,,,,,,
FREN,2100,"Intermediate French I",002,92246,04,"M,W,F",1100,1150,ED,2002,LEC,IP,,"Y,Y",Y,Y,,,3,3,P Basabose,,,,,,
FREN,2100,"Intermediate French I",003,96799,20,"T,R",1530,1645,SN,4078,LEC,IP,,"Y,Y",Y,Y,,,3,3,S Proulx,,,,,,
FREN,2101,"Intermediate French II",001,90968,07,"M,W,F",1400,1450,SN,4038,LEC,IP,,"Y,Y",Y,Y,,W,3,3,D Gamble,,,,,,
FREN,2101,"Intermediate French II",002,92836,13,"M,W",1400,1515,SN,4068,LEC,IP,,"Y,Y",Y,Y,,W,3,3,P Bouchard,,,,,,
FREN,2601,"Grammar & Reading",001,95246,18,"T,R",1030,1145,ED,1005,LEC,IP,,"Y,Y",Y,Y,,W,3,3,A Graham,,,,,,
FREN,2602,"Reading Practice",001,96797,19,"T,R",1400,1515,SN,4063,LEC,IP,,"Y,Y",Y,Y,,W,3,3,K Attikpoe,,,,,,
FREN,2900,"Survey Francophone Cultures",001,90972,17,"T,R",0900,1015,SN,4038,LEC,IP,,"Y,Y",Y,Y,,,3,3,A Thareau,,,,,,
FREN,3100,"Grammar & Textual Analysis",001,80943,20,"T,R",1530,1645,SN,4063,LEC,IP,,"Y,Y",Y,Y,,W,3,3,S Martin,,,,,,
FREN,3100,"Grammar & Textual Analysis",002,95253,18,"T,R",1030,1145,SN,4040,LEC,IP,,"Y,Y",Y,Y,,W,3,3,S Martin,,,,,,
FREN,3101,"Stylistics & Textual Analys",004,98855,19,"T,R",1400,1515,SN,4038,LEC,IP,,"Y,Y",Y,Y,,W,3,3,V Harger-Grin,,,,,,
FREN,3300,"Rhetoric & Public Speaking",001,94100,23,"T,R",1230,1345,SN,4038,LEC,IP,,"Y,Y",Y,Y,,,3,3,A Thareau,,,,,,
FREN,3310,"Phonology/Morphology French",001,96741,04,"M,W,F",1100,1150,SN,4073,LEC,IP,,"Y,Y",Y,Y,,,3,3,M Scheidnes,,,,,,
FREN,3500,"Intro Prose Lit French",001,98173,07,"M,W,F",1400,1450,ED,2002,LEC,IP,,"Y,Y",Y,Y,,,3,3,P Basabose,,,,,,
FREN,3503,"Study of Theme",001,98174,20,"T,R",1530,1645,SN,4038,LEC,IP,,"Y,Y",Y,Y,,,3,3,K Attikpoe,,,,,,
FREN,4610,"Literary Movement I",002,98811,18,"T,R",1030,1145,SN,4038,LEC,IP,,"Y,Y",Y,Y,,,3,3,V Harger-Grin,,,,,,
FREN,4630,"Literary Genre I",001,95947,19,"T,R",1400,1515,SN,4035,LEC,IP,,"Y,Y",Y,Y,,,3,3,A Graham,,,,,,
FREN,4811,"Le Roman Hist au XXe Siecle",001,96685,11,"M,W",1030,1145,ED,4011,LEC,IP,,"Y,Y",Y,N,,,3,3,P Bouchard,,,,,,
FREN,4900,"Honours Essay I",001,69617,99,,,,,,HES,IP,,"N,N",N,N,,,3,3,,,,,,,
FREN,4999,"Hons Dissertation",001,60575,99,,,,,,DST,IP,,"N,N",N,Y,,,3,3,,,,,,,
FREN,5999,"Exchange Program",001,99340,99,,,,,,LEC,,,"Y,Y",N,N,,,0,NA,,,,,,,
GNDR,1000,"Introduction to Gender Stud",001,94079,18,"T,R",1030,1145,SN,2036,LEC,IP,,"Y,Y",Y,N,,,3,3,J Dyer,,,,,,
GNDR,1000,"Introduction to Gender Stud",002,97592,17,"T,R",0900,1015,SN,2036,LEC,IP,,"Y,Y",Y,N,,,3,3,J Dyer,,,,,,
GNDR,1005,"CRW: Identities & Differenc",001,90167,17,"T,R",0900,1015,SN,3058,LEC,IP,,"Y,Y",Y,N,,,3,3,K Fitzpatrick,,,,,,
